idnum,href,full_link,name
1076,/wiki/Queen_Mary_2,https://en.wikipedia.org/wiki/Queen_Mary_2,QUEEN MARY 2
1078,/wiki/MS_Queen_Victoria,https://en.wikipedia.org/wiki/MS_Queen_Victoria,MS QUEEN VICTORIA
1080,/wiki/Radiance_of_the_Seas,https://en.wikipedia.org/wiki/Radiance_of_the_Seas,RADIANCE OF THE SEAS
1082,/wiki/MS_Regal_Empress,https://en.wikipedia.org/wiki/MS_Regal_Empress,MS REGAL EMPRESS
1084,/wiki/Regal_Princess_(2013),https://en.wikipedia.org/wiki/Regal_Princess_(2013),REGAL PRINCESS (2013)
1086,/wiki/MS_Regatta,https://en.wikipedia.org/wiki/MS_Regatta,MS REGATTA
1089,/wiki/MS_Gripsholm_(1957),https://en.wikipedia.org/wiki/MS_Gripsholm_(1957),MS GRIPSHOLM (1957)
1091,/wiki/MS_Renaissance,https://en.wikipedia.org/wiki/MS_Renaissance,MS RENAISSANCE
1094,/wiki/Rhapsody_of_the_Seas,https://en.wikipedia.org/wiki/Rhapsody_of_the_Seas,RHAPSODY OF THE SEAS
1096,/wiki/Ritz_Carlton,https://en.wikipedia.org/wiki/Ritz_Carlton,RITZ CARLTON
1097,/wiki/The_Ritz-Carlton_Hotel_Company,https://en.wikipedia.org/wiki/The_Ritz-Carlton_Hotel_Company,THE RITZ-CARLTON HOTEL COMPANY
1098,/wiki/MS_Riviera,https://en.wikipedia.org/wiki/MS_Riviera,MS RIVIERA
1100,/wiki/SS_Rotterdam,https://en.wikipedia.org/wiki/SS_Rotterdam,SS ROTTERDAM
1103,/wiki/MS_Rotterdam_(2020),https://en.wikipedia.org/wiki/MS_Rotterdam_(2020),MS ROTTERDAM (2020)
